PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBGROUP;REQUIREMENTS_ATTRIBUTES_SERVICE;REQUIREMENTS_ATTRIBUTES_TYPE;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME;REQUIREMENTS_ATTRIBUTES_COMMENT
kubernetes;The Payment Card Industry Data Security Standard (PCI DSS) is a proprietary information security standard. It's administered by the PCI Security Standards Council, which was founded by American Express, Discover Financial Services, JCB International, MasterCard Worldwide, and Visa Inc. PCI DSS applies to entities that store, process, or transmit cardholder data (CHD) or sensitive authentication data (SAD). This includes, but isn't limited to, merchants, processors, acquirers, issuers, and service providers. The PCI DSS is mandated by the card brands and administered by the Payment Card Industry Security Standards Council.;kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;10.2.1.2.17;Checks if Kubernetes clusters have audit logging enabled. The rule is NON_COMPLIANT if a cluster does not have audit logging enabled.;10.2.1.2: Audit logs are implemented to support the detection of anomalies and suspicious activity, and the forensic analysis of events.;;;API Server;;FAIL;Audit log path is not set in pod kube-apiserver-meridian-security-control-plane.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;apiserver_audit_log_path_set;False;kube-apiserver-meridian-security-control-plane;PCI;Payment Card Industry Data Security Standard (PCI DSS) v4.0;
kubernetes;The Payment Card Industry Data Security Standard (PCI DSS) is a proprietary information security standard. It's administered by the PCI Security Standards Council, which was founded by American Express, Discover Financial Services, JCB International, MasterCard Worldwide, and Visa Inc. PCI DSS applies to entities that store, process, or transmit cardholder data (CHD) or sensitive authentication data (SAD). This includes, but isn't limited to, merchants, processors, acquirers, issuers, and service providers. The PCI DSS is mandated by the card brands and administered by the Payment Card Industry Security Standards Council.;kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;10.2.1.2.18;Checks if a Kubernetes cluster has audit logging enabled. The rule is NON_COMPLIANT if the Kubernetes audit logging is not enabled.;10.2.1.2: Audit logs are implemented to support the detection of anomalies and suspicious activity, and the forensic analysis of events.;;;API Server;;FAIL;Audit log path is not set in pod kube-apiserver-meridian-security-control-plane.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;apiserver_audit_log_path_set;False;kube-apiserver-meridian-security-control-plane;PCI;Payment Card Industry Data Security Standard (PCI DSS) v4.0;
kubernetes;The Payment Card Industry Data Security Standard (PCI DSS) is a proprietary information security standard. It's administered by the PCI Security Standards Council, which was founded by American Express, Discover Financial Services, JCB International, MasterCard Worldwide, and Visa Inc. PCI DSS applies to entities that store, process, or transmit cardholder data (CHD) or sensitive authentication data (SAD). This includes, but isn't limited to, merchants, processors, acquirers, issuers, and service providers. The PCI DSS is mandated by the card brands and administered by the Payment Card Industry Security Standards Council.;kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;10.2.1.2.20;Checks if a Kubernetes cluster has logging enabled for audit logs. The rule is NON_COMPLIANT if the Kubernetes cluster does not have logging enabled for audit logs.;10.2.1.2: Audit logs are implemented to support the detection of anomalies and suspicious activity, and the forensic analysis of events.;;;API Server;;FAIL;Audit log path is not set in pod kube-apiserver-meridian-security-control-plane.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;apiserver_audit_log_path_set;False;kube-apiserver-meridian-security-control-plane;PCI;Payment Card Industry Data Security Standard (PCI DSS) v4.0;
kubernetes;The Payment Card Industry Data Security Standard (PCI DSS) is a proprietary information security standard. It's administered by the PCI Security Standards Council, which was founded by American Express, Discover Financial Services, JCB International, MasterCard Worldwide, and Visa Inc. PCI DSS applies to entities that store, process, or transmit cardholder data (CHD) or sensitive authentication data (SAD). This includes, but isn't limited to, merchants, processors, acquirers, issuers, and service providers. The PCI DSS is mandated by the card brands and administered by the Payment Card Industry Security Standards Council.;kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;10.2.1.2.24;Checks if Kubernetes clusters are logging audit events to a specific logging service. The rule is NON_COMPLIANT if audit logging is not enabled for a Kubernetes cluster or if the 'auditLogDestination' parameter is provided but the audit logging destination does not match.;10.2.1.2: Audit logs are implemented to support the detection of anomalies and suspicious activity, and the forensic analysis of events.;;;API Server;;FAIL;Audit log path is not set in pod kube-apiserver-meridian-security-control-plane.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;apiserver_audit_log_path_set;False;kube-apiserver-meridian-security-control-plane;PCI;Payment Card Industry Data Security Standard (PCI DSS) v4.0;
kubernetes;The Payment Card Industry Data Security Standard (PCI DSS) is a proprietary information security standard. It's administered by the PCI Security Standards Council, which was founded by American Express, Discover Financial Services, JCB International, MasterCard Worldwide, and Visa Inc. PCI DSS applies to entities that store, process, or transmit cardholder data (CHD) or sensitive authentication data (SAD). This includes, but isn't limited to, merchants, processors, acquirers, issuers, and service providers. The PCI DSS is mandated by the card brands and administered by the Payment Card Industry Security Standards Council.;kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;10.2.1.3.7;Checks if at least one Kubernetes Audit Policy is configured to log data access events for all Pods. The rule is NON_COMPLIANT if there are no policies or if no policies record data access events.;10.2.1.3: Audit logs are implemented to support the detection of anomalies and suspicious activity, and the forensic analysis of events.;;;API Server;;FAIL;Audit log path is not set in pod kube-apiserver-meridian-security-control-plane.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;apiserver_audit_log_path_set;False;kube-apiserver-meridian-security-control-plane;PCI;Payment Card Industry Data Security Standard (PCI DSS) v4.0;
kubernetes;The Payment Card Industry Data Security Standard (PCI DSS) is a proprietary information security standard. It's administered by the PCI Security Standards Council, which was founded by American Express, Discover Financial Services, JCB International, MasterCard Worldwide, and Visa Inc. PCI DSS applies to entities that store, process, or transmit cardholder data (CHD) or sensitive authentication data (SAD). This includes, but isn't limited to, merchants, processors, acquirers, issuers, and service providers. The PCI DSS is mandated by the card brands and administered by the Payment Card Industry Security Standards Council.;kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;10.2.1.3.11;Checks if a Kubernetes cluster has logging enabled via a logging agent (like Fluentd) to export logs to a monitoring service (like Elasticsearch or CloudWatch) for audit purposes. The rule is NON_COMPLIANT if the Kubernetes cluster does not have log export enabled for audit logs.;10.2.1.3: Audit logs are implemented to support the detection of anomalies and suspicious activity, and the forensic analysis of events.;;;API Server;;FAIL;Audit log path is not set in pod kube-apiserver-meridian-security-control-plane.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;apiserver_audit_log_path_set;False;kube-apiserver-meridian-security-control-plane;PCI;Payment Card Industry Data Security Standard (PCI DSS) v4.0;
kubernetes;The Payment Card Industry Data Security Standard (PCI DSS) is a proprietary information security standard. It's administered by the PCI Security Standards Council, which was founded by American Express, Discover Financial Services, JCB International, MasterCard Worldwide, and Visa Inc. PCI DSS applies to entities that store, process, or transmit cardholder data (CHD) or sensitive authentication data (SAD). This includes, but isn't limited to, merchants, processors, acquirers, issuers, and service providers. The PCI DSS is mandated by the card brands and administered by the Payment Card Industry Security Standards Council.;kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;10.2.1.3.17;Checks if Kubernetes clusters have auditing enabled. The rule is NON_COMPLIANT if audit logging is not enabled in the cluster.;10.2.1.3: Audit logs are implemented to support the detection of anomalies and suspicious activity, and the forensic analysis of events.;;;API Server;;FAIL;Audit log path is not set in pod kube-apiserver-meridian-security-control-plane.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;apiserver_audit_log_path_set;False;kube-apiserver-meridian-security-control-plane;PCI;Payment Card Industry Data Security Standard (PCI DSS) v4.0;
kubernetes;The Payment Card Industry Data Security Standard (PCI DSS) is a proprietary information security standard. It's administered by the PCI Security Standards Council, which was founded by American Express, Discover Financial Services, JCB International, MasterCard Worldwide, and Visa Inc. PCI DSS applies to entities that store, process, or transmit cardholder data (CHD) or sensitive authentication data (SAD). This includes, but isn't limited to, merchants, processors, acquirers, issuers, and service providers. The PCI DSS is mandated by the card brands and administered by the Payment Card Industry Security Standards Council.;kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;10.2.1.3.18;Checks if a Kubernetes cluster has audit logging enabled. The rule is NON_COMPLIANT if audit logging is not enabled for the Kubernetes API server.;10.2.1.3: Audit logs are implemented to support the detection of anomalies and suspicious activity, and the forensic analysis of events.;;;API Server;;FAIL;Audit log path is not set in pod kube-apiserver-meridian-security-control-plane.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;apiserver_audit_log_path_set;False;kube-apiserver-meridian-security-control-plane;PCI;Payment Card Industry Data Security Standard (PCI DSS) v4.0;
kubernetes;The Payment Card Industry Data Security Standard (PCI DSS) is a proprietary information security standard. It's administered by the PCI Security Standards Council, which was founded by American Express, Discover Financial Services, JCB International, MasterCard Worldwide, and Visa Inc. PCI DSS applies to entities that store, process, or transmit cardholder data (CHD) or sensitive authentication data (SAD). This includes, but isn't limited to, merchants, processors, acquirers, issuers, and service providers. The PCI DSS is mandated by the card brands and administered by the Payment Card Industry Security Standards Council.;kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;10.2.1.3.23;Checks if respective logs of Kubernetes are enabled. The rule is NON_COMPLIANT if any log types are not enabled, such as audit logs or container logs.;10.2.1.3: Audit logs are implemented to support the detection of anomalies and suspicious activity, and the forensic analysis of events.;;;API Server;;FAIL;Audit log path is not set in pod kube-apiserver-meridian-security-control-plane.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;apiserver_audit_log_path_set;False;kube-apiserver-meridian-security-control-plane;PCI;Payment Card Industry Data Security Standard (PCI DSS) v4.0;
kubernetes;The Payment Card Industry Data Security Standard (PCI DSS) is a proprietary information security standard. It's administered by the PCI Security Standards Council, which was founded by American Express, Discover Financial Services, JCB International, MasterCard Worldwide, and Visa Inc. PCI DSS applies to entities that store, process, or transmit cardholder data (CHD) or sensitive authentication data (SAD). This includes, but isn't limited to, merchants, processors, acquirers, issuers, and service providers. The PCI DSS is mandated by the card brands and administered by the Payment Card Industry Security Standards Council.;kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;10.2.1.3.24;Checks if Kubernetes clusters have audit logging configured to send logs to a specific log aggregation service. The rule is NON_COMPLIANT if audit logging is not enabled for a Kubernetes cluster or if the 'logAggregationService' parameter is provided but the audit logging destination does not match.;10.2.1.3: Audit logs are implemented to support the detection of anomalies and suspicious activity, and the forensic analysis of events.;;;API Server;;FAIL;Audit log path is not set in pod kube-apiserver-meridian-security-control-plane.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;apiserver_audit_log_path_set;False;kube-apiserver-meridian-security-control-plane;PCI;Payment Card Industry Data Security Standard (PCI DSS) v4.0;
